Id da partida,Campeonato,Data,Tempo,Time da casa,Time contra,Gols time casa,Gols time contra,Gols totais,Odd Over 2.5,Odd Under 2.5,Odd Over 3.5,Odd Under 3.5,Odd Casa Vence,Odd Empate,Odd Visitante Vence,Placar Exato,Odd Placar Exato,Data das odds
1712117,Euro,2025-05-12,20:02,Espanha,Países Baixos,1,2,3,2.30,3.00,3.00,2.30,2.30,3.60,3.00,1-2,6.00,12-05-2025 16:10
1712125,Euro,2025-05-12,20:05,Alemanha,Suíça,1,0,1,3.20,2.20,3.20,2.20,2.20,3.60,3.20,1-0,7.00,12-05-2025 16:10
1712132,Euro,2025-05-12,20:08,Eslovênia,Dinamarca,0,2,2,2.70,2.75,2.70,2.75,2.75,3.20,2.70,0-2,10.00,12-05-2025 16:10
1711977,Euro,2025-05-12,19:02,França,Croácia,1,0,1,3.20,2.20,3.20,2.20,2.20,3.60,3.20,1-0,7.00,12-05-2025 16:10
1711985,Euro,2025-05-12,19:05,Eslovênia,Inglaterra,0,2,2,2.30,3.10,2.30,3.10,3.10,3.40,2.30,0-2,8.50,12-05-2025 16:10
1711992,Euro,2025-05-12,19:08,Alemanha,Bélgica,2,1,3,2.30,3.00,3.00,2.30,2.30,3.50,3.00,2-1,7.00,12-05-2025 16:10
1711999,Euro,2025-05-12,19:11,França,Ucrânia,0,2,2,3.60,2.02,3.60,2.02,2.02,3.60,3.60,0-2,7.00,12-05-2025 16:10
1712013,Euro,2025-05-12,19:17,Ucrânia,Turquia,0,2,2,2.70,2.62,2.70,2.62,2.62,3.30,2.70,0-2,9.00,12-05-2025 16:10
1712020,Euro,2025-05-12,19:20,Itália,Eslovênia,0,2,2,3.50,2.20,3.50,2.20,2.20,3.25,3.50,0-2,10.00,12-05-2025 16:10
1712026,Euro,2025-05-12,19:23,Dinamarca,Geórgia,0,2,2,3.75,2.05,3.75,2.05,2.05,3.40,3.75,0-2,9.00,12-05-2025 16:10
1712034,Euro,2025-05-12,19:26,Alemanha,Albânia,2,0,2,3.75,2.07,3.75,2.07,2.07,3.40,3.75,2-0,9.00,12-05-2025 16:10
1712041,Euro,2025-05-12,19:29,Eslovênia,Polônia,0,2,2,3.00,2.50,3.00,2.50,2.50,3.10,3.00,0-2,11.00,12-05-2025 16:10
1712047,Euro,2025-05-12,19:32,Áustria,Croácia,1,1,2,2.75,2.55,2.75,2.55,2.55,3.40,2.75,1-1,7.50,12-05-2025 16:10
1712055,Euro,2025-05-12,19:35,Hungria,Itália,0,0,0,2.62,2.70,2.62,2.70,2.70,3.30,2.62,0-0,8.50,12-05-2025 16:10
1712062,Euro,2025-05-12,19:38,Dinamarca,Sérvia,1,0,1,3.10,2.40,3.10,2.40,2.40,3.25,3.10,1-0,9.00,12-05-2025 16:10
1712069,Euro,2025-05-12,19:41,Inglaterra,Albânia,1,3,4,2.02,3.80,2.02,3.80,2.02,3.40,3.80,1-3,8.50,12-05-2025 16:10
1712076,Euro,2025-05-12,19:44,Alemanha,Áustria,2,1,3,2.20,3.25,3.25,2.20,2.20,3.50,3.25,2-1,7.50,12-05-2025 16:10
1712083,Euro,2025-05-12,19:47,Escócia,Geórgia,0,0,0,3.40,2.20,3.40,2.20,2.20,3.40,3.40,0-0,8.00,12-05-2025 16:10
1712090,Euro,2025-05-12,19:50,Eslováquia,Turquia,1,2,3,2.80,2.55,2.55,2.80,2.80,3.30,2.55,1-2,8.50,12-05-2025 16:10
1712097,Euro,2025-05-12,19:53,Países Baixos,Dinamarca,2,1,3,2.45,2.80,2.80,2.45,2.45,3.50,2.80,2-1,7.50,12-05-2025 16:10
1712104,Euro,2025-05-12,19:56,Itália,Hungria,1,1,2,3.25,2.25,3.25,2.25,2.25,3.40,3.25,1-1,8.50,12-05-2025 16:10
1712111,Euro,2025-05-12,19:59,Romênia,Turquia,1,2,3,2.62,2.70,2.70,2.62,2.62,3.40,2.70,1-2,8.00,12-05-2025 16:10
1711838,Euro,2025-05-12,18:02,Países Baixos,Inglaterra,2,0,2,2.45,2.75,2.45,2.75,2.75,3.60,2.45,2-0,6.00,12-05-2025 16:10
1711845,Euro,2025-05-12,18:05,Eslováquia,Hungria,0,1,1,2.62,2.70,2.62,2.70,2.70,3.30,2.62,0-1,8.50,12-05-2025 16:10
1711852,Euro,2025-05-12,18:08,Itália,República Tcheca,1,1,2,3.30,2.25,3.30,2.25,2.25,3.25,3.30,1-1,9.00,12-05-2025 16:10
1711858,Euro,2025-05-12,18:11,Croácia,Romênia,1,0,1,3.10,2.25,3.10,2.25,2.25,3.50,3.10,1-0,7.00,12-05-2025 16:10
1711866,Euro,2025-05-12,18:14,Inglaterra,Geórgia,2,1,3,1.86,4.20,4.20,1.86,1.86,3.60,4.20,2-1,7.50,12-05-2025 16:10
1711872,Euro,2025-05-12,18:17,Sérvia,Turquia,2,0,2,3.00,2.50,3.00,2.50,2.50,3.20,3.00,2-0,10.00,12-05-2025 16:10
1711880,Euro,2025-05-12,18:20,Países Baixos,França,1,3,4,2.75,2.45,2.75,2.45,2.75,3.60,2.45,1-3,6.00,12-05-2025 16:10
1711886,Euro,2025-05-12,18:23,Espanha,Croácia,0,0,0,3.00,2.30,3.00,2.30,2.30,3.50,3.00,0-0,7.00,12-05-2025 16:10
1711894,Euro,2025-05-12,18:26,Portugal,Geórgia,2,0,2,4.00,1.95,4.00,1.95,1.95,3.50,4.00,2-0,8.00,12-05-2025 16:10
1711901,Euro,2025-05-12,18:29,Suíça,Inglaterra,1,1,2,2.37,2.87,2.37,2.87,2.87,3.60,2.37,1-1,6.50,12-05-2025 16:10
1711908,Euro,2025-05-12,18:32,Sérvia,Dinamarca,0,1,1,2.87,2.55,2.87,2.55,2.55,3.25,2.87,0-1,9.00,12-05-2025 16:10
1711915,Euro,2025-05-12,18:35,Espanha,Bélgica,2,2,4,2.37,2.87,2.37,2.87,2.37,3.60,2.87,2-2,6.50,12-05-2025 16:10
1711922,Euro,2025-05-12,18:38,Geórgia,Alemanha,1,0,1,2.15,3.30,2.15,3.30,3.30,3.50,2.15,1-0,7.50,12-05-2025 16:10
1711928,Euro,2025-05-12,18:41,França,Áustria,2,0,2,3.40,2.15,3.40,2.15,2.15,3.50,3.40,2-0,7.00,12-05-2025 16:10
1711936,Euro,2025-05-12,18:44,Albânia,Turquia,1,0,1,2.80,2.70,2.80,2.70,2.70,3.10,2.80,1-0,11.00,12-05-2025 16:10
1711943,Euro,2025-05-12,18:47,Polônia,Romênia,1,1,2,2.90,2.45,2.90,2.45,2.45,3.40,2.90,1-1,8.00,12-05-2025 16:10
1711949,Euro,2025-05-12,18:50,Escócia,Turquia,1,0,1,2.80,2.55,2.80,2.55,2.55,3.30,2.80,1-0,8.50,12-05-2025 16:10
1711957,Euro,2025-05-12,18:53,Portugal,Sérvia,3,2,5,2.25,3.25,2.25,3.25,2.25,3.40,3.25,3-2,8.50,12-05-2025 16:10
1711963,Euro,2025-05-12,18:56,Inglaterra,Eslovênia,2,1,3,2.02,3.80,3.80,2.02,2.02,3.40,3.80,2-1,8.50,12-05-2025 16:10
1711971,Euro,2025-05-12,18:59,Geórgia,Escócia,0,3,3,2.80,2.55,2.55,2.80,2.80,3.40,2.55,0-3,8.00,12-05-2025 16:10
1711698,Euro,2025-05-12,17:02,Turquia,Eslovênia,1,2,3,2.35,3.25,3.25,2.35,2.35,3.10,3.25,1-2,11.00,12-05-2025 16:10
1711705,Euro,2025-05-12,17:05,Alemanha,Hungria,2,0,2,3.40,2.15,3.40,2.15,2.15,3.50,3.40,2-0,7.50,12-05-2025 16:10
1711712,Euro,2025-05-12,17:08,Áustria,Turquia,1,2,3,2.50,2.90,2.90,2.50,2.50,3.30,2.90,1-2,9.00,12-05-2025 16:10
1711719,Euro,2025-05-12,17:11,Dinamarca,Escócia,1,0,1,3.10,2.30,3.10,2.30,2.30,3.40,3.10,1-0,8.00,12-05-2025 16:10
1711725,Euro,2025-05-12,17:14,Eslováquia,Suíça,2,2,4,2.75,2.50,2.75,2.50,2.75,3.50,2.50,2-2,7.00,12-05-2025 16:10
1711732,Euro,2025-05-12,17:17,Croácia,Polônia,0,2,2,3.25,2.25,3.25,2.25,2.25,3.40,3.25,0-2,8.50,12-05-2025 16:10
1711739,Euro,2025-05-12,17:20,República Tcheca,Escócia,0,1,1,2.90,2.45,2.90,2.45,2.45,3.30,2.90,0-1,8.50,12-05-2025 16:10
1711745,Euro,2025-05-12,17:23,Croácia,Hungria,1,0,1,3.10,2.30,3.10,2.30,2.30,3.40,3.10,1-0,8.00,12-05-2025 16:10
1711754,Euro,2025-05-12,17:26,Alemanha,Portugal,1,3,4,2.37,2.90,2.37,2.90,2.37,3.50,2.90,1-3,7.00,12-05-2025 16:10
1711761,Euro,2025-05-12,17:29,Hungria,República Tcheca,0,0,0,3.00,2.50,3.00,2.50,2.50,3.20,3.00,0-0,10.00,12-05-2025 16:10
1711768,Euro,2025-05-12,17:32,Espanha,Inglaterra,2,0,2,2.60,2.60,2.60,2.60,2.60,3.60,2.60,2-0,6.00,12-05-2025 16:10
1711775,Euro,2025-05-12,17:35,Países Baixos,Albânia,1,2,3,2.25,3.25,3.25,2.25,2.25,3.40,3.25,1-2,8.50,12-05-2025 16:10
1711781,Euro,2025-05-12,17:38,Dinamarca,Portugal,1,0,1,2.70,2.62,2.70,2.62,2.62,3.40,2.70,1-0,8.00,12-05-2025 16:10
1711789,Euro,2025-05-12,17:41,Sérvia,Albânia,1,1,2,3.25,2.35,3.25,2.35,2.35,3.10,3.25,1-1,11.00,12-05-2025 16:10
1711796,Euro,2025-05-12,17:44,Espanha,Áustria,0,0,0,3.10,2.25,3.10,2.25,2.25,3.50,3.10,0-0,7.00,12-05-2025 16:10
1711803,Euro,2025-05-12,17:47,Bélgica,Países Baixos,1,1,2,2.87,2.35,2.87,2.35,2.35,3.60,2.87,1-1,6.50,12-05-2025 16:10
1711810,Euro,2025-05-12,17:50,República Tcheca,Ucrânia,2,3,5,2.40,3.10,2.40,3.10,2.40,3.25,3.10,2-3,9.00,12-05-2025 16:10
1711816,Euro,2025-05-12,17:53,Hungria,Áustria,0,2,2,2.80,2.55,2.80,2.55,2.55,3.30,2.80,0-2,8.50,12-05-2025 16:10
1711823,Euro,2025-05-12,17:56,Eslovênia,Ucrânia,1,2,3,2.45,3.00,3.00,2.45,2.45,3.20,3.00,1-2,10.00,12-05-2025 16:10
1711830,Euro,2025-05-12,17:59,Bélgica,Suíça,2,1,3,2.30,3.00,3.00,2.30,2.30,3.60,3.00,2-1,6.50,12-05-2025 16:10
1711558,Euro,2025-05-12,16:02,Hungria,Sérvia,1,0,1,2.87,2.55,2.87,2.55,2.55,3.25,2.87,1-0,9.00,12-05-2025 16:10
1711565,Euro,2025-05-12,16:05,Países Baixos,Áustria,1,2,3,2.37,2.90,2.90,2.37,2.37,3.50,2.90,1-2,7.00,12-05-2025 16:10
1711571,Euro,2025-05-12,16:08,Ucrânia,Romênia,3,0,3,2.45,2.87,2.87,2.45,2.45,3.50,2.87,3-0,7.00,12-05-2025 16:10
1711579,Euro,2025-05-12,16:11,Inglaterra,Croácia,0,1,1,3.20,2.20,3.20,2.20,2.20,3.60,3.20,0-1,7.00,12-05-2025 16:10
1711586,Euro,2025-05-12,16:14,Geórgia,Eslovênia,1,1,2,2.70,2.75,2.70,2.75,2.75,3.20,2.70,1-1,10.00,12-05-2025 16:10
1711593,Euro,2025-05-12,16:17,Países Baixos,República Tcheca,1,0,1,3.10,2.35,3.10,2.35,2.35,3.40,3.10,1-0,8.00,12-05-2025 16:10
1711607,Euro,2025-05-12,16:23,França,Turquia,1,3,4,2.15,3.40,2.15,3.40,2.15,3.50,3.40,1-3,8.00,12-05-2025 16:10
1711614,Euro,2025-05-12,16:26,Portugal,Ucrânia,1,0,1,3.40,2.10,3.40,2.10,2.10,3.50,3.40,1-0,7.50,12-05-2025 16:10
1711628,Euro,2025-05-12,16:32,Polônia,Sérvia,2,1,3,2.70,2.75,2.75,2.70,2.70,3.20,2.75,2-1,10.00,12-05-2025 16:10
1711633,Euro,2025-05-12,16:35,França,Países Baixos,0,0,0,3.20,2.15,3.20,2.15,2.15,3.60,3.20,0-0,6.00,12-05-2025 16:10
1711642,Euro,2025-05-12,16:38,Geórgia,Albânia,0,0,0,2.70,2.75,2.70,2.75,2.75,3.20,2.70,0-0,10.00,12-05-2025 16:10
1711649,Euro,2025-05-12,16:41,Suíça,Romênia,2,2,4,2.30,3.00,2.30,3.00,2.30,3.60,3.00,2-2,6.50,12-05-2025 16:10
1711656,Euro,2025-05-12,16:44,Inglaterra,Dinamarca,0,2,2,3.25,2.20,3.25,2.20,2.20,3.50,3.25,0-2,7.50,12-05-2025 16:10
1711663,Euro,2025-05-12,16:47,Alemanha,França,1,0,1,2.70,2.50,2.70,2.50,2.50,3.60,2.70,1-0,6.50,12-05-2025 16:10
1711671,Euro,2025-05-12,16:50,Itália,Inglaterra,1,1,2,2.55,2.70,2.55,2.70,2.70,3.50,2.55,1-1,7.00,12-05-2025 16:10
1711677,Euro,2025-05-12,16:53,Bélgica,Geórgia,2,0,2,3.75,2.00,3.75,2.00,2.00,3.50,3.75,2-0,7.50,12-05-2025 16:10
1711684,Euro,2025-05-12,16:56,Polônia,Ucrânia,0,0,0,2.90,2.45,2.90,2.45,2.45,3.30,2.90,0-0,8.50,12-05-2025 16:10
1711691,Euro,2025-05-12,16:59,França,Escócia,2,1,3,2.07,3.50,3.50,2.07,2.07,3.60,3.50,2-1,7.00,12-05-2025 16:10
1711418,Euro,2025-05-12,15:02,Croácia,Sérvia,1,0,1,3.00,2.40,3.00,2.40,2.40,3.30,3.00,1-0,8.50,12-05-2025 16:10
1711425,Euro,2025-05-12,15:05,Eslováquia,Portugal,1,0,1,2.30,3.10,2.30,3.10,3.10,3.40,2.30,1-0,7.50,12-05-2025 16:10
1711433,Euro,2025-05-12,15:08,Ucrânia,Polônia,2,1,3,2.45,2.90,2.90,2.45,2.45,3.30,2.90,2-1,9.00,12-05-2025 16:10
1711438,Euro,2025-05-12,15:11,Eslováquia,Croácia,1,1,2,2.45,2.87,2.45,2.87,2.87,3.40,2.45,1-1,7.50,12-05-2025 16:10
1711446,Euro,2025-05-12,15:14,Escócia,Áustria,3,0,3,2.55,2.75,2.75,2.55,2.55,3.40,2.75,3-0,7.50,12-05-2025 16:10
1711453,Euro,2025-05-12,15:17,Itália,Suíça,1,0,1,3.00,2.30,3.00,2.30,2.30,3.50,3.00,1-0,7.50,12-05-2025 16:10
1711460,Euro,2025-05-12,15:20,França,Geórgia,3,0,3,1.86,4.20,4.20,1.86,1.86,3.60,4.20,3-0,7.50,12-05-2025 16:10
1711466,Euro,2025-05-12,15:23,Portugal,Itália,0,1,1,3.00,2.40,3.00,2.40,2.40,3.40,3.00,0-1,7.50,12-05-2025 16:10
1711474,Euro,2025-05-12,15:26,Hungria,Croácia,2,1,3,2.62,2.70,2.70,2.62,2.62,3.40,2.70,2-1,8.00,12-05-2025 16:10
1711480,Euro,2025-05-12,15:29,Alemanha,Romênia,2,2,4,2.05,3.50,2.05,3.50,2.05,3.60,3.50,2-2,6.50,12-05-2025 16:10
1711488,Euro,2025-05-12,15:32,República Tcheca,Países Baixos,1,2,3,2.60,2.70,2.70,2.60,2.60,3.40,2.70,1-2,8.00,12-05-2025 16:10
1711495,Euro,2025-05-12,15:35,Escócia,Bélgica,2,0,2,2.55,2.70,2.55,2.70,2.70,3.50,2.55,2-0,7.00,12-05-2025 16:10
1711502,Euro,2025-05-12,15:38,França,Sérvia,2,2,4,2.15,3.40,2.15,3.40,2.15,3.50,3.40,2-2,8.00,12-05-2025 16:10
1711509,Euro,2025-05-12,15:41,Bélgica,Áustria,2,2,4,2.30,3.00,2.30,3.00,2.30,3.50,3.00,2-2,7.50,12-05-2025 16:10
1711516,Euro,2025-05-12,15:44,Inglaterra,Romênia,1,0,1,3.60,2.00,3.60,2.00,2.00,3.60,3.60,1-0,6.50,12-05-2025 16:10
1711522,Euro,2025-05-12,15:47,Geórgia,Áustria,3,3,6,2.90,2.45,2.90,2.45,2.90,3.30,2.45,3-3,8.50,12-05-2025 16:10
1711530,Euro,2025-05-12,15:50,Turquia,Portugal,1,0,1,2.62,2.70,2.62,2.70,2.70,3.30,2.62,1-0,8.50,12-05-2025 16:10
1711537,Euro,2025-05-12,15:53,Albânia,França,1,2,3,3.10,2.30,2.30,3.10,3.10,3.40,2.30,1-2,8.50,12-05-2025 16:10
1711544,Euro,2025-05-12,15:56,Suíça,Eslovênia,2,0,2,3.10,2.35,3.10,2.35,2.35,3.30,3.10,2-0,9.00,12-05-2025 16:10
1711551,Euro,2025-05-12,15:59,Turquia,Dinamarca,4,2,6,2.55,2.87,2.55,2.87,2.55,3.25,2.87,4-2,9.00,12-05-2025 16:10
1711278,Euro,2025-05-12,14:02,Sérvia,Eslovênia,1,1,2,3.25,2.35,3.25,2.35,2.35,3.10,3.25,1-1,11.00,12-05-2025 16:10
1711284,Euro,2025-05-12,14:05,Albânia,Croácia,0,1,1,2.62,2.75,2.62,2.75,2.75,3.25,2.62,0-1,9.00,12-05-2025 16:10
1711292,Euro,2025-05-12,14:08,Eslováquia,Romênia,2,2,4,2.60,2.70,2.60,2.70,2.60,3.50,2.70,2-2,7.00,12-05-2025 16:10
1711299,Euro,2025-05-12,14:11,Inglaterra,Escócia,1,1,2,3.50,2.07,3.50,2.07,2.07,3.60,3.50,1-1,7.00,12-05-2025 16:10
1711306,Euro,2025-05-12,14:14,Polônia,Hungria,2,1,3,2.55,2.87,2.87,2.55,2.55,3.25,2.87,2-1,9.00,12-05-2025 16:10
1711313,Euro,2025-05-12,14:17,Escócia,Croácia,1,3,4,2.60,2.62,2.60,2.62,2.60,3.50,2.62,1-3,7.50,12-05-2025 16:10
1711320,Euro,2025-05-12,14:20,Turquia,Inglaterra,0,1,1,2.45,2.90,2.45,2.90,2.90,3.40,2.45,0-1,7.50,12-05-2025 16:10
1711327,Euro,2025-05-12,14:23,Geórgia,Sérvia,0,2,2,2.50,2.90,2.50,2.90,2.90,3.25,2.50,0-2,9.00,12-05-2025 16:10
1711334,Euro,2025-05-12,14:26,Suíça,França,0,1,1,2.37,2.87,2.37,2.87,2.87,3.60,2.37,0-1,6.50,12-05-2025 16:10
1711341,Euro,2025-05-12,14:29,Sérvia,Romênia,1,0,1,3.10,2.30,3.10,2.30,2.30,3.40,3.10,1-0,8.00,12-05-2025 16:10
1711348,Euro,2025-05-12,14:32,Eslováquia,França,2,2,4,3.30,2.15,3.30,2.15,3.30,3.60,2.15,2-2,7.00,12-05-2025 16:10
1711354,Euro,2025-05-12,14:35,Áustria,Espanha,1,1,2,2.55,2.70,2.55,2.70,2.70,3.50,2.55,1-1,7.00,12-05-2025 16:10
1711362,Euro,2025-05-12,14:38,Ucrânia,Eslovênia,1,0,1,3.00,2.50,3.00,2.50,2.50,3.20,3.00,1-0,10.00,12-05-2025 16:10
1711369,Euro,2025-05-12,14:41,França,República Tcheca,0,1,1,3.60,2.07,3.60,2.07,2.07,3.40,3.60,0-1,8.00,12-05-2025 16:10
1711378,Euro,2025-05-12,14:44,Polônia,Bélgica,3,1,4,2.80,2.50,2.80,2.50,2.80,3.40,2.50,3-1,8.00,12-05-2025 16:10
1711383,Euro,2025-05-12,14:47,Escócia,República Tcheca,2,1,3,2.50,2.90,2.90,2.50,2.50,3.30,2.90,2-1,9.00,12-05-2025 16:10
1711390,Euro,2025-05-12,14:50,Alemanha,Polônia,3,2,5,2.07,3.60,2.07,3.60,2.07,3.40,3.60,3-2,8.00,12-05-2025 16:10
1711396,Euro,2025-05-12,14:53,Bélgica,Turquia,0,0,0,3.10,2.35,3.10,2.35,2.35,3.40,3.10,0-0,8.00,12-05-2025 16:10
1711404,Euro,2025-05-12,14:56,Suíça,Portugal,2,1,3,2.70,2.55,2.55,2.70,2.70,3.50,2.55,2-1,7.00,12-05-2025 16:10
1711411,Euro,2025-05-12,14:59,Geórgia,Hungria,2,0,2,2.55,2.80,2.55,2.80,2.80,3.30,2.55,2-0,8.50,12-05-2025 16:10
